Text,Language,clean_text
"""Kwa hivyo wacha Israel yote ikuwe sure juu ya hii: sir Godi asha make Jesus,mwenye mlicrucify, akuwe both bwana mdosi na kristo.""",Sheng,"""kwa hivyo wacha israel yote ikuwe sure juu ya hii: sir godi asha make jesus,mwenye mlicrucify, akuwe both bwana mdosi na kristo."""
"Vile wadhiiwaliskia hii story,walifeel wamekatwa hadi kwa heart wakamshow Pitaa na wadhii wale wengine mitume, ""Mabros, sa ninini tutado?""",Sheng,"vile wadhiiwaliskia hii story,walifeel wamekatwa hadi kwa heart wakamshow pitaa na wadhii wale wengine mitume, ""mabros, sa ninini tutado?"""
"peter akawajibu niaje, ""Repent na mubaptiziwe,kila mmoja wenu, kwa jina la Yesu Kristo njo mupate kusamehewa madhambi zenu. amtapokea ile gift ya holy spirit.",Sheng,"peter akawajibu niaje, ""repent na mubaptiziwe,kila mmoja wenu, kwa jina la yesu kristo njo mupate kusamehewa madhambi zenu. amtapokea ile gift ya holy spirit."
"Hii promise ni yenu na watoi wenu na wadhii wote wako karibu na far-ya wote wenye sirGodi mungu wetu atacall.""",Sheng,"hii promise ni yenu na watoi wenu na wadhii wote wako karibu na far-ya wote wenye sirgodi mungu wetu atacall."""
"Na maword zingine mob akawa warn; na akaplead nao, ""Jiokoeni from hii generation corrupt.""",Sheng,"na maword zingine mob akawa warn; na akaplead nao, ""jiokoeni from hii generation corrupt."""
"Wale wote waliaccept message yake walibaptisiwa, na karibu wadhii three k wakaongezwa kwa number yao kama member iyo day.",Sheng,"wale wote waliaccept message yake walibaptisiwa, na karibu wadhii three k wakaongezwa kwa number yao kama member iyo day."
"Wakajitolea kabisa kwa ma teachings za aposltes na kwa fello, kwa kuhave holy communion na kwa kupray.",Sheng,"wakajitolea kabisa kwa ma teachings za aposltes na kwa fello, kwa kuhave holy communion na kwa kupray."
"Kila mse alibaki amejazika sana namshangao, na ma ishara zingine mob miraculous zili doiwa na ma apostles.",Sheng,"kila mse alibaki amejazika sana namshangao, na ma ishara zingine mob miraculous zili doiwa na ma apostles."
"Sa kwa mbuku ya mine, edition ya last kuchora, Buda Theo, nilichorea ju ya kila samo JC alianzisha ku do na ku teach",Sheng,"sa kwa mbuku ya mine, edition ya last kuchora, buda theo, nilichorea ju ya kila samo jc alianzisha ku do na ku teach"
"hadi mpaka vilee, vile alipokelewa majuu into heaven, of course baada ya kutoa ma instructions kupitia Holy Shpiri kwa ma apostles wenye alikuwa amechose.",Sheng,"hadi mpaka vilee, vile alipokelewa majuu into heaven, of course baada ya kutoa ma instructions kupitia holy shpiri kwa ma apostles wenye alikuwa amechose."
"Baada ya ye ku-suffer, alijionyesha kwa hawa wadhii na akageiana proof mob za nguvu, za ku convince wadhii alikuwa alive. Aliwatokezea over period ya masiku forty na kuwazungumzia kuhusu kingdom ya sir Godi.",Sheng,"baada ya ye ku-suffer, alijionyesha kwa hawa wadhii na akageiana proof mob za nguvu, za ku convince wadhii alikuwa alive. aliwatokezea over period ya masiku forty na kuwazungumzia kuhusu kingdom ya sir godi."
"Time moja, vile alikuwa akidishi nao, aliwagei hii amri: ""Msitoke from Jerusa, lakini tulieni",Sheng,"time moja, vile alikuwa akidishi nao, aliwagei hii amri: ""msitoke from jerusa, lakini tulieni"
"mkingoja gift yenyembuyuwangu wa heaven aliwapromise, yenye mmeskia nikibongajuu yake.",Sheng,"mkingoja gift yenyembuyuwangu wa heaven aliwapromise, yenye mmeskia nikibongajuu yake."
"Ju Johnie alibaptize na wode, lakini siku kiasi tu zinakam mtabaptiziwa na the holy spirit.""",Sheng,"ju johnie alibaptize na wode, lakini siku kiasi tu zinakam mtabaptiziwa na the holy spirit."""
"So vile walikutana pamoja, walimwuliza, ""Bwana, ni we utahakikisha time hizi that kingdom itarudi kwa Israel?""",Sheng,"so vile walikutana pamoja, walimwuliza, ""bwana, ni we utahakikisha time hizi that kingdom itarudi kwa israel?"""
"Akawashow: ""Sio for nyinyi kumesea the times ama the dates zenye mzae ameseti na his own authority.",Sheng,"akawashow: ""sio for nyinyi kumesea the times ama the dates zenye mzae ameseti na his own authority."
"Lakini mtapokea nguvu venye holy spirit atakam juu yenu; na mtakuwa mashahidi zangu Jerusa, hadi kwote Judea na Samaria, na hadi mwisho wa earth.""",Sheng,"lakini mtapokea nguvu venye holy spirit atakam juu yenu; na mtakuwa mashahidi zangu jerusa, hadi kwote judea na samaria, na hadi mwisho wa earth."""
"Baada yake kubonga ivo, alikwachuliwa mbele ya macho yao live, na cloud ikamhide from sight.",Sheng,"baada yake kubonga ivo, alikwachuliwa mbele ya macho yao live, na cloud ikamhide from sight."
"Walikuwa wamesimama ivo wakingethia juu na bidii kwa sky vile alikuwa akiishia,hapo hapo suddenly tu wadhi wawili wamedunga white wakasimama kando yao.",Sheng,"walikuwa wamesimama ivo wakingethia juu na bidii kwa sky vile alikuwa akiishia,hapo hapo suddenly tu wadhi wawili wamedunga white wakasimama kando yao."
"Wakanego aje,""Wadhi wa Galilee, mbona mnasimama hapa mkicheki sky ivo? Huyu huyu JC, mwenye amekwachuliwa from nyinyi hadi heaven, atarudi back style mmemcheki ameishia heaven.""",Sheng,"wakanego aje,""wadhi wa galilee, mbona mnasimama hapa mkicheki sky ivo? huyu huyu jc, mwenye amekwachuliwa from nyinyi hadi heaven, atarudi back style mmemcheki ameishia heaven."""
"Kisha walirudi Jerusa toka hill inaitwa Mount Olives, place ilichukuaga sabbath mzima kufika na route .",Sheng,"kisha walirudi jerusa toka hill inaitwa mount olives, place ilichukuaga sabbath mzima kufika na route ."
"Vile walifika, waliishia upstairs hadi ile room place walikuwa wakitulia. Wale wadhi walikuwa hapo ilikuwa Peter, Johnie, Jaymo na Drew; Philo na Toma, Barthes na Marto; Jaymo mtoi son wa Alfie na Simo yule Jamaa wa chama cha maZealot,na Judee mtoi chali wa Jaymo.",Sheng,"vile walifika, waliishia upstairs hadi ile room place walikuwa wakitulia. wale wadhi walikuwa hapo ilikuwa peter, johnie, jaymo na drew; philo na toma, barthes na marto; jaymo mtoi son wa alfie na simo yule jamaa wa chama cha mazealot,na judee mtoi chali wa jaymo."
"Wote waka join pamoja wakiwa wamestand in prayer kila mara, wakiwa na ma mathe na Meri yule matha wa JC, na mabro wake.",Sheng,"wote waka join pamoja wakiwa wamestand in prayer kila mara, wakiwa na ma mathe na meri yule matha wa jc, na mabro wake."
Hizo siku Joh Pitaa alistand up katikati ya ma believers (rende ya wadhi kama soo moja na twenty),Sheng,hizo siku joh pitaa alistand up katikati ya ma believers (rende ya wadhi kama soo moja na twenty)
"alafu akasema, ""Ma bro niaje, ile scripture ili have kufulfilliwa yenye holy spiritalibonga zamo kupitia mouth ya Davie ju ya Judee, mwenye alikuwa guide ya wale wadhii walishika JC-",Sheng,"alafu akasema, ""ma bro niaje, ile scripture ili have kufulfilliwa yenye holy spiritalibonga zamo kupitia mouth ya davie ju ya judee, mwenye alikuwa guide ya wale wadhii walishika jc-"
"alikuwa kwa namba yetu kama member na alishare hii huduma.""",Sheng,"alikuwa kwa namba yetu kama member na alishare hii huduma."""
"(Lakini na ile munde ya zawadi yenye aliget ju ya vile alikuwa mwiked, Judee aliboti shakee;hapo akafall flat body yake ika burst hadi matumbo zake zikatoka nje.",Sheng,"(lakini na ile munde ya zawadi yenye aliget ju ya vile alikuwa mwiked, judee aliboti shakee;hapo akafall flat body yake ika burst hadi matumbo zake zikatoka nje."
"Kila mse Jerus aliskia hii stori,so waka call iyo shake na kilugha Akeldama, yaani, shakee ya damu.)",Sheng,"kila mse jerus aliskia hii stori,so waka call iyo shake na kilugha akeldama, yaani, shakee ya damu.)"
"Tena bahadayez Jesus akatokezea wafuasi wake, kando ya sea ya Tiberias. Ili happen ivi:",Sheng,"tena bahadayez jesus akatokezea wafuasi wake, kando ya sea ya tiberias. ili happen ivi:"
"Simon Peter, Thomas AKA Didymus, Nathaniel yule wa Cana ya Galilee, wale sons Zebedayo na wafuasi mbe wengine walikuwa tugezza.",Sheng,"simon peter, thomas aka didymus, nathaniel yule wa cana ya galilee, wale sons zebedayo na wafuasi mbe wengine walikuwa tugezza."
"Simon Peter akawashow, ""Mi naishia out kufish."" Wakamshow,""tutaishia na wewe."" Kwa ivo wakaishia out wakapanda boat, lakini hiyo night hawakushika anything.",Sheng,"simon peter akawashow, ""mi naishia out kufish."" wakamshow,""tutaishia na wewe."" kwa ivo wakaishia out wakapanda boat, lakini hiyo night hawakushika anything."
"Ngware asubuhi, JC akasimama kwa ufuo, lakini wale wafuasi hawakumesea that ilikuwa Jesus.",Sheng,"ngware asubuhi, jc akasimama kwa ufuo, lakini wale wafuasi hawakumesea that ilikuwa jesus."
"Akawaita kuwauliza, ""Majamaa, hamna any fish?"" ""Wakamshow, ""zi.""",Sheng,"akawaita kuwauliza, ""majamaa, hamna any fish?"" ""wakamshow, ""zi."""
"Akasema, ""Tupeni net kwasideya right ya boat na mtaget kadhaa."" Vile walitupa neti,walishindwa kuchomoa net kwa maji kuweka kwa boat ju ya vile walishika samaki mob.",Sheng,"akasema, ""tupeni net kwasideya right ya boat na mtaget kadhaa."" vile walitupa neti,walishindwa kuchomoa net kwa maji kuweka kwa boat ju ya vile walishika samaki mob."
"Kisha yule mfuasi mwenye JC alipenda akashow Peter, ""Nibwana mdosi!"" Vile tuSimon Peter aliskia akisema, ""Ni bwana mdosi,""akajifunga nguo yake ya nje (Ju alikwa ameivua) akaruka ndani ya maji.",Sheng,"kisha yule mfuasi mwenye jc alipenda akashow peter, ""nibwana mdosi!"" vile tusimon peter aliskia akisema, ""ni bwana mdosi,""akajifunga nguo yake ya nje (ju alikwa ameivua) akaruka ndani ya maji."
"Wale wafuasi wengine wakafuatilia wakiwa ndani ya boat, wakivuta ile net imeshona ma fish, ju hawakuwa far na ufuo, kedo ninety meters.",Sheng,"wale wafuasi wengine wakafuatilia wakiwa ndani ya boat, wakivuta ile net imeshona ma fish, ju hawakuwa far na ufuo, kedo ninety meters."
"Vile waliland, wakacheki nare ya makaa hapo, ka barbeque kafish juu yake, na dibre kiasi.",Sheng,"vile waliland, wakacheki nare ya makaa hapo, ka barbeque kafish juu yake, na dibre kiasi."
"JC akawashow niaje, ""Ebu leteni fish kiasi hapo kwa zenye mmeshika tu saa hii.""",Sheng,"jc akawashow niaje, ""ebu leteni fish kiasi hapo kwa zenye mmeshika tu saa hii."""
"Simon Peter akapanda juu ya boat akakokota net hadi kwa ufuo. Ilikuwa imeshona samaki wa soo ka, , lakini bado na fish mob hivo haikuraruka.",Sheng,"simon peter akapanda juu ya boat akakokota net hadi kwa ufuo. ilikuwa imeshona samaki wa soo ka, , lakini bado na fish mob hivo haikuraruka."
"JC akawashow,""Kamini mjitibu ka breako."" Hanaku hata disciple mmoja mwenye alimwuliza, ""We njo nani?"" Walimesea ilikuwa JC.",Sheng,"jc akawashow,""kamini mjitibu ka breako."" hanaku hata disciple mmoja mwenye alimwuliza, ""we njo nani?"" walimesea ilikuwa jc."
"JC akakam akakwachu ile loaf akawagei, alafuaka do ivo ivo na ile fish.",Sheng,"jc akakam akakwachu ile loaf akawagei, alafuaka do ivo ivo na ile fish."
Sa hii ilikuwa mara ya tatu JC ali tokezea kwa wafuasi wake after akuwe raised from the dead.,Sheng,sa hii ilikuwa mara ya tatu jc ali tokezea kwa wafuasi wake after akuwe raised from the dead.
"Vile walikuwa wamemada kudishi, JC akabongesha Simon Peter kumshow, ""Simo mtoi wa Johnie, for real unanipenda ukweli kuliko hivi?"" Peter akamshow, ""Ndio bwana mdosi, unamesea nakupenda."" JC akamshow, ""Feed Kondoo za mine.""",Sheng,"vile walikuwa wamemada kudishi, jc akabongesha simon peter kumshow, ""simo mtoi wa johnie, for real unanipenda ukweli kuliko hivi?"" peter akamshow, ""ndio bwana mdosi, unamesea nakupenda."" jc akamshow, ""feed kondoo za mine."""
"Tena JC akasema, ""Simo mtoi wa Johnie, kwani unanipenda for real? Akamjibu, ""Eeh, bwana mdosi, unamesea that nakupenda."" JC akamshow, ""Chunga kondoo zangu.""",Sheng,"tena jc akasema, ""simo mtoi wa johnie, kwani unanipenda for real? akamjibu, ""eeh, bwana mdosi, unamesea that nakupenda."" jc akamshow, ""chunga kondoo zangu."""
"Ile time ya tatu akamshow,""simo mtoi wa Johnie, unanipenda?"" Peter akakuwa hurt ju JC alimwuliza mara ya tatu, ""Je unanipenda?"" Akasema, ""Lord, unamesea kila kitu; unajua nakupenda."" JC akamshow, Feed kondoo za mine.""",Sheng,"ile time ya tatu akamshow,""simo mtoi wa johnie, unanipenda?"" peter akakuwa hurt ju jc alimwuliza mara ya tatu, ""je unanipenda?"" akasema, ""lord, unamesea kila kitu; unajua nakupenda."" jc akamshow, feed kondoo za mine."""
"Nakushow ukweli, vile ulikuwaga yankee ulijivalisha mwenyewe na kuishia ile place ulitaka; lakini vile utakuwa mu old utastretch out mkono yako, na mse mwengine atakuvalisha kladina kukulead ile place hautaki kuishia.""",Sheng,"nakushow ukweli, vile ulikuwaga yankee ulijivalisha mwenyewe na kuishia ile place ulitaka; lakini vile utakuwa mu old utastretch out mkono yako, na mse mwengine atakuvalisha kladina kukulead ile place hautaki kuishia."""
"Jesus akasema ivo kuwashow ile kind ya kudedi by which Peter ange glorify sir Godi.Kisha akamshow niaje, ""Nifuate!""",Sheng,"jesus akasema ivo kuwashow ile kind ya kudedi by which peter ange glorify sir godi.kisha akamshow niaje, ""nifuate!"""
"Peter akageuka akacheki yule disciple mwenye JC alipenda akiwafuata. (Huyu alikuwa yule jamaa mwenye alikuwa ame leanback akilalia JC ile time ya supper na alikuwa amedai, ""Bwana mdosi, nana anaenda kuku betray?"")",Sheng,"peter akageuka akacheki yule disciple mwenye jc alipenda akiwafuata. (huyu alikuwa yule jamaa mwenye alikuwa ame leanback akilalia jc ile time ya supper na alikuwa amedai, ""bwana mdosi, nana anaenda kuku betray?"")"
"Vile Peter alimcheki, aliuliza, ""Bwana mdosi, na je, what about huyu jamaa?""",Sheng,"vile peter alimcheki, aliuliza, ""bwana mdosi, na je, what about huyu jamaa?"""
"Sa katika hizo madays, vile namba ya mamemba ilikuwa ikiongezeka, wayahudi wenye walitokezeaga Greece wakazusha sana ju ya wayahudi mahebrew- ati ju ma widows walikuwa wakilengwa katika ile projo ya kusambaziwa dishi daily.",Sheng,"sa katika hizo madays, vile namba ya mamemba ilikuwa ikiongezeka, wayahudi wenye walitokezeaga greece wakazusha sana ju ya wayahudi mahebrew- ati ju ma widows walikuwa wakilengwa katika ile projo ya kusambaziwa dishi daily."
"Ju ya hiyo food scandal, wale wadhii disciples twelve wote tugezza wakagazza wakisay niaje,"" Haiwezi kuwa right kwetu ati tulenge huduma ya word ya Sir Godi njo tuanze kukimbizana na order za dishi kwa matebo.",Sheng,"ju ya hiyo food scandal, wale wadhii disciples twelve wote tugezza wakagazza wakisay niaje,"" haiwezi kuwa right kwetu ati tulenge huduma ya word ya sir godi njo tuanze kukimbizana na order za dishi kwa matebo."
"Mabruzza, chagueni mtu saba kati yenu wenye wanameseka kuwa wamejazwa na Roho na hekima. Tutapeana hii janta na responsibility yote kwao",Sheng,"mabruzza, chagueni mtu saba kati yenu wenye wanameseka kuwa wamejazwa na roho na hekima. tutapeana hii janta na responsibility yote kwao"
"na tutaweka attention yetu kwa maombi na huduma ya word.""",Sheng,"na tutaweka attention yetu kwa maombi na huduma ya word."""
"Hii proposal ilikuwa smarta, ikafurahisha wadhii wa group yote. Wakachagua Steve, mse amejaa imani vifiti na mwenye ako na Holy Spirit; pia Phillo, Procorus, Nicanor, Timon, Parmenas na  Nico toka Antioch, mse aliconvert to Judaism.",Sheng,"hii proposal ilikuwa smarta, ikafurahisha wadhii wa group yote. wakachagua steve, mse amejaa imani vifiti na mwenye ako na holy spirit; pia phillo, procorus, nicanor, timon, parmenas na  nico toka antioch, mse aliconvert to judaism."
"Wakapresent hawa wadhii kwa ma apostles, wakawaombea na kuwawekelea mikono.",Sheng,"wakapresent hawa wadhii kwa ma apostles, wakawaombea na kuwawekelea mikono."
"So word ya Sir Godi ikasambaa. Ile namba ya wafuasi Jerusa ikazidi kujaajaa chap chap, na rende bwaku ya mapriests wakakuwa obedient kwa the faith.",Sheng,"so word ya sir godi ikasambaa. ile namba ya wafuasi jerusa ikazidi kujaajaa chap chap, na rende bwaku ya mapriests wakakuwa obedient kwa the faith."
"Sa Stevo, mdhii alikuwa amejawa na grace na nguvu  ya sir Godi vinomient, alikuwa aki do ma signs miraculous sana kati ya wadhii.",Sheng,"sa stevo, mdhii alikuwa amejawa na grace na nguvu  ya sir godi vinomient, alikuwa aki do ma signs miraculous sana kati ya wadhii."
"Lakini pia opposition ikatokea toka kwa mamemba wa synagogue ya wadhii free (Ka vile ilimeseka) - wayahudi wa Cyrene na Alexandria pia tena wadhii wa Cilicia na Asia. Hawa wasee walianza kuzua arguments na Stevo,",Sheng,"lakini pia opposition ikatokea toka kwa mamemba wa synagogue ya wadhii free (ka vile ilimeseka) - wayahudi wa cyrene na alexandria pia tena wadhii wa cilicia na asia. hawa wasee walianza kuzua arguments na stevo,"
lakini hawengemake kutoboa wisdom yake ama yule Roho aliongelea kupitia.,Sheng,lakini hawengemake kutoboa wisdom yake ama yule roho aliongelea kupitia.
"Kisha wakaconvince wadhii in secret wakam waseme, ""Tumeskia Stevo akibonga maneno za blasphemy against Mose na against Sir Godi.""",Sheng,"kisha wakaconvince wadhii in secret wakam waseme, ""tumeskia stevo akibonga maneno za blasphemy against mose na against sir godi."""
"So wakazua wadhii na wazae na kuwachokora, pia pamoja na mamode wa law. Wakakwachu Stevo na kumleta mbele ya Sanhedrin.",Sheng,"so wakazua wadhii na wazae na kuwachokora, pia pamoja na mamode wa law. wakakwachu stevo na kumleta mbele ya sanhedrin."
"Wakaproduce mawitness wa uwongo wenye walitestify, ""Huyu Chali hawachagi kubonga against Holy spirit na against sheria.",Sheng,"wakaproduce mawitness wa uwongo wenye walitestify, ""huyu chali hawachagi kubonga against holy spirit na against sheria."
"Ju tumesha skia akinego ati huyu Jesus wa Nazareth atadestroy hii place nakubadilisha customs za Mose zenye aligeana down kwetu.""",Sheng,"ju tumesha skia akinego ati huyu jesus wa nazareth atadestroy hii place nakubadilisha customs za mose zenye aligeana down kwetu."""
"Wote wenye walikuwa wakipolea kwa Sanhedrin wakacheki Stevo kwa makini, na wakacheki that face yake ilikuwa ka face ya Angel.",Sheng,"wote wenye walikuwa wakipolea kwa sanhedrin wakacheki stevo kwa makini, na wakacheki that face yake ilikuwa ka face ya angel."
"Sa Jamaa mmoja anaitwa Ananias, pamoja na wife wake Sapphira, pia walikinda kipande ya maburungo zao.",Sheng,"sa jamaa mmoja anaitwa ananias, pamoja na wife wake sapphira, pia walikinda kipande ya maburungo zao."
"Bado wife wake akimesea kabisa Ananias akapiga operation ya kiasi ya hizo doh kando za kujipanga nazo, lakini akaletatherest akaseti kwa miguu za ma apostles.",Sheng,"bado wife wake akimesea kabisa ananias akapiga operation ya kiasi ya hizo doh kando za kujipanga nazo, lakini akaletatherest akaseti kwa miguu za ma apostles."
"Manze Peter akabonga, ""Ananias niaje shaito amejaa kwa heart yako ivo hadi umepanga Holy spirit mauongo na ukaji wekea kiasi yaile munde uliget from kuuza shake yenu?",Sheng,"manze peter akabonga, ""ananias niaje shaito amejaa kwa heart yako ivo hadi umepanga holy spirit mauongo na ukaji wekea kiasi yaile munde uliget from kuuza shake yenu?"
"Si ilikuwaga yako bafore ikindwe? Na vile ilikindwa,simunde ilikuwa yakop ku do chenye ungetaka? Ni what ilikufanya u think ku do kitu ka iyo?Hujadanganya wasee umedanganya sir Godi.""",Sheng,"si ilikuwaga yako bafore ikindwe? na vile ilikindwa,simunde ilikuwa yakop ku do chenye ungetaka? ni what ilikufanya u think ku do kitu ka iyo?hujadanganya wasee umedanganya sir godi."""
"Vile Ananias aliskia ivo, akadunda down akakick. Na njeve meja ikakwachu wadhii wote wenye waliskizia chenye kilihappen.",Sheng,"vile ananias aliskia ivo, akadunda down akakick. na njeve meja ikakwachu wadhii wote wenye waliskizia chenye kilihappen."
"Kisha mavijanaa chali wakakam mbele, wakafunika body yake, wakambeba wakamzika.",Sheng,"kisha mavijanaa chali wakakam mbele, wakafunika body yake, wakambeba wakamzika."
"Kedo masaa matatu bahadayes waif akatokezea, na hakumesea ni nini kilikuwa kimehappen.",Sheng,"kedo masaa matatu bahadayes waif akatokezea, na hakumesea ni nini kilikuwa kimehappen."
"Peter akamwuliza niaje, ""Nishow je? Hii njo ile price yenye wewe na Ananias mliget for iyo shake?"" Waif akasema,""Eeh, hiyo njo price yake.""",Sheng,"peter akamwuliza niaje, ""nishow je? hii njo ile price yenye wewe na ananias mliget for iyo shake?"" waif akasema,""eeh, hiyo njo price yake."""
"Pitaa akamshow niaje, ""Mbona mli agree kutest Spirit wa sir Godi? Cheki! Zile miguu za majamaa wali bury hazi wako ziko kwa dooa,na watakubeba wewe pia.""",Sheng,"pitaa akamshow niaje, ""mbona mli agree kutest spirit wa sir godi? cheki! zile miguu za majamaa wali bury hazi wako ziko kwa dooa,na watakubeba wewe pia."""
"Hapo hapo hiyo maithaa akadunda down kwa miguu yake akadedi. Kisha wale jamaa wa yankee wakakam ndani na, wakimget amededi, wakambeba nje na kumzika beside hazi wake.",Sheng,"hapo hapo hiyo maithaa akadunda down kwa miguu yake akadedi. kisha wale jamaa wa yankee wakakam ndani na, wakimget amededi, wakambeba nje na kumzika beside hazi wake."
Njeve meja ikakwachu kanisa mzima na wote wenye waliskia jua ya hizi vitu.,Sheng,njeve meja ikakwachu kanisa mzima na wote wenye waliskia jua ya hizi vitu.
Ma apostles waka-perform ishara mob na mawonders kati ya wadhii.,Sheng,ma apostles waka-perform ishara mob na mawonders kati ya wadhii.
"hakuna msealijaribu kuwa join,hata ingawa walikuwa wamedungwa respect na wadhii.",Sheng,"hakuna msealijaribu kuwa join,hata ingawa walikuwa wamedungwa respect na wadhii."
"Na though ilikuwa hivo, wasee zaidi na zaidi majamaa na ma dem waliamini sir Godi na wakaongezeka kwa namba yao.",Sheng,"na though ilikuwa hivo, wasee zaidi na zaidi majamaa na ma dem waliamini sir godi na wakaongezeka kwa namba yao."
"Ju ya hiyo stori,wadhi walileta wasee sick hadi kwa streetsnakuwaweka kwama bed na ma mat njo at least shadow ya Peter ianguke kwa wasee kiasi vile alikuwa akipita.",Sheng,"ju ya hiyo stori,wadhi walileta wasee sick hadi kwa streetsnakuwaweka kwama bed na ma mat njo at least shadow ya peter ianguke kwa wasee kiasi vile alikuwa akipita."
"Rende ika gather pia toka kwa ma tao zenye zimezunguka Jerusa, wakileta wadhii wao wa sick na wale  wameteswa na ma shaito,nahao wote wakakuwa healed.",Sheng,"rende ika gather pia toka kwa ma tao zenye zimezunguka jerusa, wakileta wadhii wao wa sick na wale  wameteswa na ma shaito,nahao wote wakakuwa healed."
"Kisha wale mahigh priest na wadhi wote wasaidizi wake, wenyewalikuwa ma memba wa ile rende ya ma sadduccee wakajawa na wivu.",Sheng,"kisha wale mahigh priest na wadhi wote wasaidizi wake, wenyewalikuwa ma memba wa ile rende ya ma sadduccee wakajawa na wivu."
Wakawa arrest na kuwatupa Jail na kuwaseti kwa ile jela public.,Sheng,wakawa arrest na kuwatupa jail na kuwaseti kwa ile jela public.
Lakini timeza usiku malaika wa sir Godi akafungua doaa za jela na kuwa leta nje.,Sheng,lakini timeza usiku malaika wa sir godi akafungua doaa za jela na kuwa leta nje.
"Akawashow,""ishieni mkasimame ndani ya verandah za temple, mkawashow hawa wadhi message full ya hii life mpya.""",Sheng,"akawashow,""ishieni mkasimame ndani ya verandah za temple, mkawashow hawa wadhi message full ya hii life mpya."""
"Kufika ngware wakadonjo kwa veranda za temple, vile tu walishoiwa, wakaanza kuteach wadhii.Vile high priest na wasaidizi wake walifika, wakaita pamoja ile sanhedrin - full house assembly ya wazae wa Israel- na wakatumanisha jela wale apostles waitwe.",Sheng,"kufika ngware wakadonjo kwa veranda za temple, vile tu walishoiwa, wakaanza kuteach wadhii.vile high priest na wasaidizi wake walifika, wakaita pamoja ile sanhedrin - full house assembly ya wazae wa israel- na wakatumanisha jela wale apostles waitwe."
"Lakini kuarrive ivi kwa jela,ma mr. officer hawakuwaget huko. So wakaishia back kuripoti,",Sheng,"lakini kuarrive ivi kwa jela,ma mr. officer hawakuwaget huko. so wakaishia back kuripoti,"
"""Tuliget jela imefungwa vi secure, pamoja na maguards kustand kwa doaa; lakini vile tuliopen milango, hatukuget mse ndani.""",Sheng,"""tuliget jela imefungwa vi secure, pamoja na maguards kustand kwa doaa; lakini vile tuliopen milango, hatukuget mse ndani."""
"Kuskia hii ripoti, capuu wa mabanga wa temple na ma priest dozi wakatatizika, waka wonder kwanini nini inaweza kuwa ilitokezea.",Sheng,"kuskia hii ripoti, capuu wa mabanga wa temple na ma priest dozi wakatatizika, waka wonder kwanini nini inaweza kuwa ilitokezea."
"Kisha mdhii fulani akatokezea na kudai, ""Cheki! Wale majamaa mliweka ndani ya jela wana stand ndani ya temple wakiteach wadhii.""",Sheng,"kisha mdhii fulani akatokezea na kudai, ""cheki! wale majamaa mliweka ndani ya jela wana stand ndani ya temple wakiteach wadhii."""
"kwa hiyo stori, capuu akaishia na ma mr. ofisa na kuletaapostles. Hawaku use force, ju waliogopa ati wasee wangewapiga mawe.",Sheng,"kwa hiyo stori, capuu akaishia na ma mr. ofisa na kuletaapostles. hawaku use force, ju waliogopa ati wasee wangewapiga mawe."
"Vile waliletama apostles, wakawamake wa appear mbele ya sanhedrin kuulizwa maswali na high priest",Sheng,"vile waliletama apostles, wakawamake wa appear mbele ya sanhedrin kuulizwa maswali na high priest"
"Akasema, ""tuligeiana ma orders strict msi teach na hii jina,lakini mmejaza Jerusa na teachings zenu na mko determined ku tumake guilty of blood ya huyu jamaa.""",Sheng,"akasema, ""tuligeiana ma orders strict msi teach na hii jina,lakini mmejaza jerusa na teachings zenu na mko determined ku tumake guilty of blood ya huyu jamaa."""
"Pitaa na wale apostles wengine wakareply: ""Lazima tu tuobey sir Godi kuliko wadhii!",Sheng,"pitaa na wale apostles wengine wakareply: ""lazima tu tuobey sir godi kuliko wadhii!"
Sir Godi wa mambuyuz wetu aliraise JC toka kwa the dead- mwenye mlimada kwa kumhang kwa mti.,Sheng,sir godi wa mambuyuz wetu aliraise jc toka kwa the dead- mwenye mlimada kwa kumhang kwa mti.
Sir Godi alimuinua juu hadi kwa mkono wake wa right ka Prince sonkwo na mwokozi njo aweze geiana repentance na kusameheana kwa dhambi za Israel.,Sheng,sir godi alimuinua juu hadi kwa mkono wake wa right ka prince sonkwo na mwokozi njo aweze geiana repentance na kusameheana kwa dhambi za israel.
"Si ni ma witness wa izi vitu, na pia Holy spirit, mwenyesir Godi amesha geiana kwa wale wanamu obey.""",Sheng,"si ni ma witness wa izi vitu, na pia holy spirit, mwenyesir godi amesha geiana kwa wale wanamu obey."""
"Vile waliskia hivi, wakajam mbaya na kudai kuwamada.",Sheng,"vile waliskia hivi, wakajam mbaya na kudai kuwamada."
"Lakini mpharisayo fulani alimeseka ka Gamaliel, modee wa power wa sheria, mwenye alidungwa respect na wasee wote,akasimama kati kati ya sanhedrin nakudai wale majamaa watoke nje kiasi.",Sheng,"lakini mpharisayo fulani alimeseka ka gamaliel, modee wa power wa sheria, mwenye alidungwa respect na wasee wote,akasimama kati kati ya sanhedrin nakudai wale majamaa watoke nje kiasi."
"Kisha ye akawadunga speech:""Majamaa waIsrael, consider vi carefully chenye mna intend ku doiya hawa wadhii.",Sheng,"kisha ye akawadunga speech:""majamaa waisrael, consider vi carefully chenye mna intend ku doiya hawa wadhii."
